date,close,volume,vix_close,log_return,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_4,ret_lag_5,ret_lag_6,ret_lag_7,ret_lag_8,ret_lag_9,ret_lag_10,volatility_5,volatility_10,vix_lag_1,volume_change,target
2005-01-19,1542.5,354590.0,13.18,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.00031892840327731693,0.00287494208559912,-0.0015982103449837435,-0.010800613251870827,-0.020638631246221645,0.01363777547533714,0.00978527697468503,12.47,0.1278666624256497,-0.013050756195490827
2005-01-20,1522.5,431170.0,13.83,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.00031892840327731693,0.00287494208559912,-0.0015982103449837435,-0.010800613251870827,0.01351256294586975,0.01001890504359926,13.18,0.21596773738684116,-0.008575250437158607
2005-01-21,1509.5,374380.0,14.36,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.00031892840327731693,0.00287494208559912,-0.0015982103449837435,0.013264702971302797,0.010168877330531723,13.83,-0.13171138993900322,-0.012331434382155036
2005-01-24,1491.0,446510.0,14.65,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.00031892840327731693,0.00287494208559912,0.011099100120431032,0.010249156524258419,14.36,0.19266520647470475,0.002679171060048327
2005-01-25,1495.0,315970.0,14.06,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.00031892840327731693,0.00877387222354305,0.010411238485139664,14.65,-0.2923562742155831,0.007662872745569097
2005-01-26,1506.5,338920.0,13.44,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,-0.0057563318525766655,0.009357905888469076,0.01111092100113663,14.06,0.07263347786182228,0.0016581001974930473
2005-01-27,1509.0,320940.0,13.24,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.005756331852576662,0.008342373353368307,0.01080601723090446,13.44,-0.053050867461347795,0.0003312903790446546
2005-01-28,1509.5,399150.0,13.24,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,-0.011545990997060909,0.007430021867150788,0.010513116553061908,13.24,0.243690409422322,0.009559987099698046
2005-01-31,1524.0,281540.0,12.82,0.009559987099698046,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.008032171697264253,0.004009461070740203,0.010695092098809804,13.24,-0.2946511336590254,0.0036024273443666308
2005-02-01,1529.5,251730.0,12.03,0.0036024273443666308,0.009559987099698046,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.008602888807267853,0.003932162258158523,0.010225139675962192,12.82,-0.1058819350713931,-0.003274397162648728
2005-02-02,1524.5,281110.0,11.66,-0.003274397162648728,0.0036024273443666308,0.009559987099698046,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,-0.02148551463828153,0.004736480734467673,0.007930199175130161,12.03,0.11671235053430262,-0.008563952208796778
2005-02-03,1511.5,289200.0,11.79,-0.008563952208796778,-0.003274397162648728,0.0036024273443666308,0.009559987099698046,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,-0.013050756195490827,0.006855572611243492,0.007284165789630459,11.66,0.028778769876560695,0.014776167707688862
2005-02-04,1534.0,298530.0,11.21,0.014776167707688862,-0.008563952208796778,-0.003274397162648728,0.0036024273443666308,0.009559987099698046,0.0003312903790446546,0.0016581001974930473,0.007662872745569097,0.002679171060048327,-0.012331434382155036,-0.008575250437158607,0.009419732259210938,0.008176307728799534,11.79,0.03226141078838185,-0.0022842235417342765
