asset,std_return_id,std_return_ood,std_return_ratio_ood_over_id,mean_abs_return_id,mean_abs_return_ood,mean_abs_return_ratio_ood_over_id,mean_vix_id,mean_vix_ood,mean_vix_ratio_ood_over_id
sp500,0.009824673470956228,0.016247299317117433,1.6537241023987024,0.006730946131530866,0.009786829458445945,1.4540050190863818,16.012604373757455,24.4348023715415,1.5259730273225833
nasdaq100,0.01269425520298008,0.01776508884684061,1.3994589334134475,0.009002010169463214,0.011935480815558945,1.3258683994877838,16.012604373757455,24.4348023715415,1.5259730273225833
