asset,period,period_label,n_observations,mean_return,std_return,mean_abs_return,min_return,max_return,skewness,kurtosis,mean_vix,median_vix,max_vix
sp500,id_test,Stable period: 2018-2019,503,0.0003746889554202299,0.009824673470956228,0.006730946131530866,-0.0555646690827073,0.0537244138993701,-0.8026617462101523,5.945889757563055,16.012604373757455,14.95,37.32
sp500,ood_test,Crisis/OOD period: 2020-2021,506,0.0007697504207713797,0.016247299317117433,0.009786829458445945,-0.109552441509657,0.0934456353090599,-1.1393438662572515,14.14960863212631,24.4348023715415,21.92,82.69
nasdaq100,id_test,Stable period: 2018-2019,503,0.0006195756780424107,0.01269425520298008,0.009002010169463214,-0.0581007734813582,0.0646498947723649,-0.5290302261379629,3.617000564759473,16.012604373757455,14.95,37.32
nasdaq100,ood_test,Crisis/OOD period: 2020-2021,506,0.0012217319700881686,0.01776508884684061,0.011935480815558945,-0.1147635644892303,0.0926576039745519,-0.8067052350649004,8.277046423658788,24.4348023715415,21.92,82.69
